observed_at,vessel_id,name,imo,mmsi,flag,vessel_type,deadweight,latitude,longitude,speed_knots,cog_degrees,draught_meters,nav_status,destination,position_source,zone,date_utc,hour_utc,is_destination_missing,is_speed_missing,is_draught_missing
2026-03-27T07:40:35Z,,EXCELLENCE LNG,9252539.0,205434000.0,Belgium,Tanker,77348.0,21.53607,91.81902,,,,,,TankerMap AIS,,2026-03-27,7,True,True,True
2026-03-27T07:40:46Z,,EXCELLENCE LNG,9252539.0,205434000.0,Belgium,Tanker,77348.0,21.53607,91.81902,,,,,,TankerMap AIS,,2026-03-27,7,True,True,True
2026-03-27T07:40:58Z,,EXCELLENCE LNG,9252539.0,205434000.0,Belgium,Tanker,77348.0,21.53607,91.81902,,,,,,TankerMap AIS,,2026-03-27,7,True,True,True
2026-03-27T07:41:10Z,,EXCELLENCE LNG,9252539.0,205434000.0,Belgium,Tanker,77348.0,21.53607,91.81902,,,,,,TankerMap AIS,,2026-03-27,7,True,True,True
2026-03-27T07:41:22Z,,EXCELLENCE LNG,9252539.0,205434000.0,Belgium,Tanker,77348.0,21.53607,91.81902,,,,,,TankerMap AIS,,2026-03-27,7,True,True,True
2026-03-27T06:43:13Z,,SUMMIT LNG LNG,9322255.0,205445000.0,Belgium,Tanker,77263.0,21.55738,91.81664,,,,,,TankerMap AIS,,2026-03-27,6,True,True,True
2026-03-27T06:46:30Z,,SUMMIT LNG LNG,9322255.0,205445000.0,Belgium,Tanker,77263.0,21.55738,91.81664,,,,,,TankerMap AIS,,2026-03-27,6,True,True,True
2026-03-27T07:39:36Z,,SUMMIT LNG LNG,9322255.0,205445000.0,Belgium,Tanker,77263.0,21.55738,91.81664,,,,,,TankerMap AIS,,2026-03-27,7,True,True,True
2026-03-27T07:39:48Z,,SUMMIT LNG LNG,9322255.0,205445000.0,Belgium,Tanker,77263.0,21.55733,91.81663,,,,,,TankerMap AIS,,2026-03-27,7,True,True,True
2026-03-27T07:39:59Z,,SUMMIT LNG LNG,9322255.0,205445000.0,Belgium,Tanker,77263.0,21.55733,91.81663,,,,,,TankerMap AIS,,2026-03-27,7,True,True,True
2026-03-27T07:40:11Z,,SUMMIT LNG LNG,9322255.0,205445000.0,Belgium,Tanker,77263.0,21.55733,91.81663,,,,,,TankerMap AIS,,2026-03-27,7,True,True,True
2026-03-27T07:40:23Z,,SUMMIT LNG LNG,9322255.0,205445000.0,Belgium,Tanker,77263.0,21.55733,91.81663,,,,,,TankerMap AIS,,2026-03-27,7,True,True,True
2026-03-27T07:40:35Z,,SUMMIT LNG LNG,9322255.0,205445000.0,Belgium,Tanker,77263.0,21.55733,91.81663,,,,,,TankerMap AIS,,2026-03-27,7,True,True,True
2026-03-27T07:40:46Z,,SUMMIT LNG LNG,9322255.0,205445000.0,Belgium,Tanker,77263.0,21.55733,91.81663,,,,,,TankerMap AIS,,2026-03-27,7,True,True,True
2026-03-27T07:40:58Z,,SUMMIT LNG LNG,9322255.0,205445000.0,Belgium,Tanker,77263.0,21.55733,91.81663,,,,,,TankerMap AIS,,2026-03-27,7,True,True,True
2026-03-27T07:41:10Z,,SUMMIT LNG LNG,9322255.0,205445000.0,Belgium,Tanker,77263.0,21.55733,91.81663,,,,,,TankerMap AIS,,2026-03-27,7,True,True,True
2026-03-27T07:41:22Z,,SUMMIT LNG LNG,9322255.0,205445000.0,Belgium,Tanker,77263.0,21.55733,91.81663,,,,,,TankerMap AIS,,2026-03-27,7,True,True,True
2026-03-27T06:43:13Z,,EXPLORER LNG,9361079.0,205506000.0,Belgium,Tanker,81075.0,25.03121,55.0676,,,,7 days ago,,TankerMap AIS,,2026-03-27,6,True,True,True
2026-03-27T06:46:30Z,,EXPLORER LNG,9361079.0,205506000.0,Belgium,Tanker,81075.0,25.03121,55.0676,,,,7 days ago,,TankerMap AIS,,2026-03-27,6,True,True,True
2026-03-27T07:39:36Z,,EXPLORER LNG,9361079.0,205506000.0,Belgium,Tanker,81075.0,25.03121,55.0676,,,,7 days ago,,TankerMap AIS,,2026-03-27,7,True,True,True
2026-03-27T07:39:48Z,,EXPLORER LNG,9361079.0,205506000.0,Belgium,Tanker,81075.0,25.03121,55.0676,,,,7 days ago,,TankerMap AIS,,2026-03-27,7,True,True,True
2026-03-27T07:39:59Z,,EXPLORER LNG,9361079.0,205506000.0,Belgium,Tanker,81075.0,25.03121,55.0676,,,,7 days ago,,TankerMap AIS,,2026-03-27,7,True,True,True
2026-03-27T07:40:11Z,,EXPLORER LNG,9361079.0,205506000.0,Belgium,Tanker,81075.0,25.03121,55.0676,,,,7 days ago,,TankerMap AIS,,2026-03-27,7,True,True,True
2026-03-27T07:40:23Z,,EXPLORER LNG,9361079.0,205506000.0,Belgium,Tanker,81075.0,25.03121,55.0676,,,,7 days ago,,TankerMap AIS,,2026-03-27,7,True,True,True
2026-03-27T07:40:35Z,,EXPLORER LNG,9361079.0,205506000.0,Belgium,Tanker,81075.0,25.03121,55.0676,,,,7 days ago,,TankerMap AIS,,2026-03-27,7,True,True,True
