vessel_a_mmsi,vessel_b_mmsi,vessel_a_name,vessel_b_name,zone,overlap_start,overlap_end,overlap_seconds,overlap_hours,avg_distance_nm,min_distance_nm,vessel_a_avg_speed,vessel_b_avg_speed,vessel_a_draught_change,vessel_b_draught_change,sts_score
538003295.0,533937000.0,AL SAMRIYA LNG,SERI AMANAH LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,452.2617606819593,450.94942133126705,,,,,0.55
538003295.0,538008876.0,AL SAMRIYA LNG,ENERGY INTELLIGENCE LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T06:46:30Z,196.44507,0.054568074999999994,479.6574528554631,479.6574528554631,,,,,0.55
538003295.0,563177800.0,AL SAMRIYA LNG,SERI DAMAI LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,452.6513873836106,451.36275140241844,,,,,0.55
538003295.0,563216800.0,AL SAMRIYA LNG,HOEGH GANDRIA LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,449.4540496575524,448.17180515535733,,,,,0.55
538003295.0,563239700.0,AL SAMRIYA LNG,NORTH OCEAN LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,466.80520208527895,465.5036300843885,,,,,0.55
538003295.0,563574000.0,AL SAMRIYA LNG,SHANDONG JUNIPER LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,334.09167888421797,332.7867917265888,,,,,0.55
538003295.0,620800330.0,AL SAMRIYA LNG,TEAK LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,337.3702576366538,336.133392972637,,,,,0.55
538003295.0,636023905.0,AL SAMRIYA LNG,KLNGTP OCEANIA LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,335.9700460682305,334.7325439230913,,,,,0.55
538003295.0,538011214.0,AL SAMRIYA LNG,FUJI LNG LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,449.454332970339,448.17030429042995,,,,,0.55
538003295.0,636025820.0,AL SAMRIYA LNG,NILA LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,342.78410040280625,341.54749698294444,,,,,0.55
538003295.0,533920000.0,AL SAMRIYA LNG,PUTERI MUTIARA SATU LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,342.5423425971108,341.3059359947452,,,,,0.55
538003295.0,533868000.0,AL SAMRIYA LNG,SERI BALHAF LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,343.9159460026281,342.6198499410894,,,,,0.55
538003295.0,241352000.0,AL SAMRIYA LNG,MARAN GAS TROY LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,448.96329943391294,447.6744672006922,,,,,0.55
538003295.0,241414000.0,AL SAMRIYA LNG,MARAN GAS AMPHIPOLIS LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,424.63321273432706,420.58327088452427,,,,,0.55
538003295.0,256056000.0,AL SAMRIYA LNG,COOL RIDER LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,453.8204201507088,452.56312113543254,,,,,0.55
538003295.0,310495000.0,AL SAMRIYA LNG,LNG BENUE LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,452.3808959750834,451.06979934611456,,,,,0.55
538003295.0,310779000.0,AL SAMRIYA LNG,GASLOG GLADSTONE LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,458.36380865495465,457.0833870506505,,,,,0.55
538003295.0,310806000.0,AL SAMRIYA LNG,GASLOG GALVESTON LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,452.55989437084605,451.2313826291479,,,,,0.55
538003295.0,311000185.0,AL SAMRIYA LNG,ASIA ENDEAVOUR LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,455.8624287273116,455.353342548396,,,,,0.55
538003295.0,533894000.0,AL SAMRIYA LNG,SERI BALQIS LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,344.3215407235312,343.03072982835675,,,,,0.55
538003295.0,311001874.0,AL SAMRIYA LNG,SEAPEAK HISPANIA LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,335.2809282399306,334.04376105734246,,,,,0.55
538003295.0,431778000.0,AL SAMRIYA LNG,PACIFIC MIMOSA LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,448.8390560816445,447.5484664388742,,,,,0.55
538003295.0,477732500.0,AL SAMRIYA LNG,LNG JIA XING LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,345.90117449613746,344.4845952621086,,,,,0.55
538003295.0,525114138.0,AL SAMRIYA LNG,ARUNIKA JAYA LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,479.4746512722179,478.16383879135077,,,,,0.55
538003295.0,525701066.0,AL SAMRIYA LNG,LADY EVA LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,448.85133476445725,447.56133918262447,,,,,0.55
538003295.0,525901876.0,AL SAMRIYA LNG,DANAPUTRI 1 LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,467.79943311164516,466.5076250789785,,,,,0.55
538003295.0,533130753.0,AL SAMRIYA LNG,SERI CEMARA LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,470.9740542020163,469.65677904969164,,,,,0.55
538003295.0,372307000.0,AL SAMRIYA LNG,TAITAR NO.2 LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T06:46:30Z,196.44507,0.054568074999999994,402.09473459532535,402.09473459532535,,,,,0.55
538003295.0,654311424.0,AL SAMRIYA LNG,LNGT KARADENIZ LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,333.9239904231437,332.6912733910254,,,,,0.55
538003295.0,538002921.0,AL SAMRIYA LNG,TEMBEK LNG,strait_of_malacca,2026-03-27T07:39:36Z,2026-03-27T07:41:22Z,106.012925,0.02944803472222222,9.419968920728136,9.419968920728136,,,,,0.55
538004983.0,538007985.0,KOOL HUSKY LNG,SINGAPORE ENERGY LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,107.33549098028622,107.33549098028621,,,,,0.55
538004983.0,538008352.0,KOOL HUSKY LNG,MERCHANT LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,109.36984474917874,109.36984474917872,,,,,0.55
538004983.0,538008396.0,KOOL HUSKY LNG,HONGKONG ENERGY LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,106.04502820017869,106.02451535006101,,,,,0.55
538004983.0,533937000.0,KOOL HUSKY LNG,SERI AMANAH LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,233.17383352494838,233.17383352494846,,,,,0.55
538004983.0,538008876.0,KOOL HUSKY LNG,ENERGY INTELLIGENCE LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T06:46:30Z,196.44507,0.054568074999999994,265.5796751443836,265.5796751443836,,,,,0.55
538004983.0,563177800.0,KOOL HUSKY LNG,SERI DAMAI LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,229.6375012705267,229.63580720979888,,,,,0.55
538004983.0,563216800.0,KOOL HUSKY LNG,HOEGH GANDRIA LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,226.09756398424292,226.09733600431687,,,,,0.55
538004983.0,563239700.0,KOOL HUSKY LNG,NORTH OCEAN LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,245.59419009321797,245.59419009321797,,,,,0.55
538004983.0,563574000.0,KOOL HUSKY LNG,SHANDONG JUNIPER LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,106.87338042139696,106.77240602608826,,,,,0.55
538004983.0,620800330.0,KOOL HUSKY LNG,TEAK LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,111.08565395516733,111.0856539551673,,,,,0.55
538004983.0,636023905.0,KOOL HUSKY LNG,KLNGTP OCEANIA LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,109.81389647719236,109.81389647719233,,,,,0.55
538004983.0,538011214.0,KOOL HUSKY LNG,FUJI LNG LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,226.09778206890192,226.09778206890195,,,,,0.55
538004983.0,636025820.0,KOOL HUSKY LNG,NILA LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,116.28192059083015,116.28192059083013,,,,,0.55
538004983.0,533920000.0,KOOL HUSKY LNG,PUTERI MUTIARA SATU LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,116.02537789625875,116.02537789625872,,,,,0.55
538004983.0,533868000.0,KOOL HUSKY LNG,SERI BALHAF LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,117.03771242775798,116.92882925731065,,,,,0.55
538004983.0,241352000.0,KOOL HUSKY LNG,MARAN GAS TROY LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,226.42365100851964,226.42335383168154,,,,,0.55
538004983.0,241414000.0,KOOL HUSKY LNG,MARAN GAS AMPHIPOLIS LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,199.85530326423068,195.496235539508,,,,,0.55
538004983.0,256056000.0,KOOL HUSKY LNG,COOL RIDER LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,230.49793546040053,230.49131287490147,,,,,0.55
538004983.0,310495000.0,KOOL HUSKY LNG,LNG BENUE LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,233.30984985204987,233.30965529113044,,,,,0.55
538004983.0,310779000.0,KOOL HUSKY LNG,GASLOG GLADSTONE LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,235.08831271420482,235.08581381289198,,,,,0.55
538004983.0,310806000.0,KOOL HUSKY LNG,GASLOG GALVESTON LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,233.46873711334572,233.43239674229062,,,,,0.55
538004983.0,311000185.0,KOOL HUSKY LNG,ASIA ENDEAVOUR LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,232.5464129945814,232.3598352390811,,,,,0.55
538004983.0,533894000.0,KOOL HUSKY LNG,SERI BALQIS LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,117.33612858761332,117.22869603399546,,,,,0.55
538004983.0,311001874.0,KOOL HUSKY LNG,SEAPEAK HISPANIA LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,109.11014994431206,109.11014994431201,,,,,0.55
538004983.0,431778000.0,KOOL HUSKY LNG,PACIFIC MIMOSA LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,226.33228738088192,226.33162638211022,,,,,0.55
538004983.0,477732500.0,KOOL HUSKY LNG,LNG JIA XING LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,184.1995602821722,184.18608190327532,,,,,0.55
538004983.0,525114138.0,KOOL HUSKY LNG,ARUNIKA JAYA LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,259.44684581938594,259.4468458193859,,,,,0.55
538004983.0,525701066.0,KOOL HUSKY LNG,LADY EVA LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,226.32748206895363,226.32748206895369,,,,,0.55
538004983.0,525901876.0,KOOL HUSKY LNG,DANAPUTRI 1 LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,245.14409680570543,245.14409680570543,,,,,0.55
538004983.0,533130753.0,KOOL HUSKY LNG,SERI CEMARA LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,252.84394096945744,252.84334565337764,,,,,0.55
538004983.0,372307000.0,KOOL HUSKY LNG,TAITAR NO.2 LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T06:46:30Z,196.44507,0.054568074999999994,240.5944801513773,240.5944801513773,,,,,0.55
538004983.0,654311424.0,KOOL HUSKY LNG,LNGT KARADENIZ LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,107.27473072424823,107.27473072424823,,,,,0.55
538004983.0,538002921.0,KOOL HUSKY LNG,TEMBEK LNG,strait_of_malacca,2026-03-27T07:39:36Z,2026-03-27T07:41:22Z,106.012925,0.02944803472222222,223.57932520629328,223.57932520629328,,,,,0.55
538007985.0,533937000.0,SINGAPORE ENERGY LNG,SERI AMANAH LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,126.6533113177238,126.65331131772378,,,,,0.55
538007985.0,538008876.0,SINGAPORE ENERGY LNG,ENERGY INTELLIGENCE LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T06:46:30Z,196.44507,0.054568074999999994,159.91998614458868,159.91998614458868,,,,,0.55
538007985.0,563177800.0,SINGAPORE ENERGY LNG,SERI DAMAI LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,122.32277592871951,122.32107771978188,,,,,0.55
538007985.0,563216800.0,SINGAPORE ENERGY LNG,HOEGH GANDRIA LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,118.76919537133345,118.76897245360125,,,,,0.55
538007985.0,563239700.0,SINGAPORE ENERGY LNG,NORTH OCEAN LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,138.44940033741753,138.44940033741756,,,,,0.55
538007985.0,538011214.0,SINGAPORE ENERGY LNG,FUJI LNG LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,118.76941076014056,118.76941076014056,,,,,0.55
538007985.0,636025820.0,SINGAPORE ENERGY LNG,NILA LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,8.947355582672312,8.94735558267231,,,,,0.55
538007985.0,533920000.0,SINGAPORE ENERGY LNG,PUTERI MUTIARA SATU LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,8.691231680165385,8.691231680165385,,,,,0.55
538007985.0,533868000.0,SINGAPORE ENERGY LNG,SERI BALHAF LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,9.845869251997676,9.768399993210496,,,,,0.55
538007985.0,241352000.0,SINGAPORE ENERGY LNG,MARAN GAS TROY LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,119.15736818898687,119.15706240963144,,,,,0.55
538007985.0,241414000.0,SINGAPORE ENERGY LNG,MARAN GAS AMPHIPOLIS LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,92.53906777348608,88.17827158805432,,,,,0.55
538007985.0,256056000.0,SINGAPORE ENERGY LNG,COOL RIDER LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,123.16763667291043,123.16102260134775,,,,,0.55
538007985.0,310495000.0,SINGAPORE ENERGY LNG,LNG BENUE LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,126.79319224914542,126.79302516788586,,,,,0.55
538007985.0,310779000.0,SINGAPORE ENERGY LNG,GASLOG GLADSTONE LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,127.75673208197513,127.75419851906865,,,,,0.55
538007985.0,310806000.0,SINGAPORE ENERGY LNG,GASLOG GALVESTON LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,126.94361043622166,126.90117490420747,,,,,0.55
538007985.0,311000185.0,SINGAPORE ENERGY LNG,ASIA ENDEAVOUR LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,125.2150922606847,125.02831839795354,,,,,0.55
538007985.0,533894000.0,SINGAPORE ENERGY LNG,SERI BALQIS LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,10.226238777227223,10.16055211760948,,,,,0.55
538007985.0,431778000.0,SINGAPORE ENERGY LNG,PACIFIC MIMOSA LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,119.07004242729046,119.06936177196853,,,,,0.55
538007985.0,477732500.0,SINGAPORE ENERGY LNG,LNG JIA XING LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,134.2877594623669,134.28289547305684,,,,,0.55
538007985.0,525114138.0,SINGAPORE ENERGY LNG,ARUNIKA JAYA LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,152.45668535081887,152.4566853508189,,,,,0.55
538007985.0,525701066.0,SINGAPORE ENERGY LNG,LADY EVA LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,119.06327036848963,119.06327036848964,,,,,0.55
538007985.0,525901876.0,SINGAPORE ENERGY LNG,DANAPUTRI 1 LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,137.83171430309787,137.83171430309787,,,,,0.55
538007985.0,533130753.0,SINGAPORE ENERGY LNG,SERI CEMARA LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,146.403384902939,146.40281691166624,,,,,0.55
538007985.0,372307000.0,SINGAPORE ENERGY LNG,TAITAR NO.2 LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T06:46:30Z,196.44507,0.054568074999999994,173.9926565367005,173.9926565367005,,,,,0.55
538007985.0,538002921.0,SINGAPORE ENERGY LNG,TEMBEK LNG,strait_of_malacca,2026-03-27T07:39:36Z,2026-03-27T07:41:22Z,106.012925,0.02944803472222222,325.19212062607255,325.1921206260725,,,,,0.55
538008352.0,533937000.0,MERCHANT LNG,SERI AMANAH LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,124.3952597160723,124.39525971607229,,,,,0.55
538008352.0,538008876.0,MERCHANT LNG,ENERGY INTELLIGENCE LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T06:46:30Z,196.44507,0.054568074999999994,157.58678967262986,157.58678967262986,,,,,0.55
538008352.0,563177800.0,MERCHANT LNG,SERI DAMAI LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,120.26767976095046,120.26598584618026,,,,,0.55
538008352.0,563216800.0,MERCHANT LNG,HOEGH GANDRIA LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,116.73216473389873,116.73193268465492,,,,,0.55
538008352.0,563239700.0,MERCHANT LNG,NORTH OCEAN LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,136.3125518823834,136.31255188238342,,,,,0.55
538008352.0,538011214.0,MERCHANT LNG,FUJI LNG LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,116.73238497033252,116.73238497033249,,,,,0.55
538008352.0,636025820.0,MERCHANT LNG,NILA LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,7.143201324659187,7.143201324659185,,,,,0.55
538008352.0,533920000.0,MERCHANT LNG,PUTERI MUTIARA SATU LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,6.901190456330538,6.901190456330536,,,,,0.55
538008352.0,533868000.0,MERCHANT LNG,SERI BALHAF LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,8.375105926349589,8.344893294993074,,,,,0.55
538008352.0,241352000.0,MERCHANT LNG,MARAN GAS TROY LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,117.06712151435727,117.0668204732062,,,,,0.55
538008352.0,241414000.0,MERCHANT LNG,MARAN GAS AMPHIPOLIS LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,90.57813331100557,86.21659160216956,,,,,0.55
538008352.0,256056000.0,MERCHANT LNG,COOL RIDER LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,121.13416091779082,121.12752923325279,,,,,0.55
538008352.0,310495000.0,MERCHANT LNG,LNG BENUE LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,124.5346782123433,124.53450745506977,,,,,0.55
538008352.0,310779000.0,MERCHANT LNG,GASLOG GLADSTONE LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,125.72591789900473,125.72346705929607,,,,,0.55
538008352.0,310806000.0,MERCHANT LNG,GASLOG GALVESTON LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,124.6862666751865,124.64462650847433,,,,,0.55
538008352.0,311000185.0,MERCHANT LNG,ASIA ENDEAVOUR LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,123.18381099733908,122.99748169364433,,,,,0.55
538008352.0,533894000.0,MERCHANT LNG,SERI BALQIS LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,8.841507623058435,8.82568318205343,,,,,0.55
538008352.0,431778000.0,MERCHANT LNG,PACIFIC MIMOSA LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,116.9775891266226,116.97691897550682,,,,,0.55
538008352.0,477732500.0,MERCHANT LNG,LNG JIA XING LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,132.38890567392454,132.38426049080888,,,,,0.55
538008352.0,525114138.0,MERCHANT LNG,ARUNIKA JAYA LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,150.28245213308267,150.28245213308267,,,,,0.55
538008352.0,525701066.0,MERCHANT LNG,LADY EVA LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,116.97188016134896,116.97188016134896,,,,,0.55
538008352.0,525901876.0,MERCHANT LNG,DANAPUTRI 1 LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,135.7743048847844,135.77430488478439,,,,,0.55
538008352.0,533130753.0,MERCHANT LNG,SERI CEMARA LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,144.1412492679161,144.14067780556465,,,,,0.55
538008352.0,372307000.0,MERCHANT LNG,TAITAR NO.2 LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T06:46:30Z,196.44507,0.054568074999999994,171.66112430460527,171.66112430460527,,,,,0.55
538008352.0,538002921.0,MERCHANT LNG,TEMBEK LNG,strait_of_malacca,2026-03-27T07:39:36Z,2026-03-27T07:41:22Z,106.012925,0.02944803472222222,326.7153609353696,326.71536093536963,,,,,0.55
538008396.0,533937000.0,HONGKONG ENERGY LNG,SERI AMANAH LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,127.96887708152677,127.85524484538702,,,,,0.55
538008396.0,538008876.0,HONGKONG ENERGY LNG,ENERGY INTELLIGENCE LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T06:46:30Z,196.44507,0.054568074999999994,161.2587904589123,161.2587904589123,,,,,0.55
538008396.0,563177800.0,HONGKONG ENERGY LNG,SERI DAMAI LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,123.62021422319208,123.51556426236584,,,,,0.55
538008396.0,563216800.0,HONGKONG ENERGY LNG,HOEGH GANDRIA LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,120.0641323234163,119.9598992482482,,,,,0.55
538008396.0,563239700.0,HONGKONG ENERGY LNG,NORTH OCEAN LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,139.75658516515503,139.64825466105808,,,,,0.55
