vessel_a_mmsi,vessel_b_mmsi,vessel_a_name,vessel_b_name,zone,overlap_start,overlap_end,overlap_seconds,overlap_hours,avg_distance_nm,min_distance_nm,vessel_a_avg_speed,vessel_b_avg_speed,vessel_a_draught_change,vessel_b_draught_change,sts_score
538008396.0,620800330.0,HONGKONG ENERGY LNG,TEAK LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,5.286598161838349,5.16626347609007,,,,,0.55
538008396.0,538011214.0,HONGKONG ENERGY LNG,FUJI LNG LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,120.06434708889498,119.96033614632573,,,,,0.55
538008396.0,636025820.0,HONGKONG ENERGY LNG,NILA LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,10.237922753927686,10.134527020952929,,,,,0.55
538008396.0,533920000.0,HONGKONG ENERGY LNG,PUTERI MUTIARA SATU LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,9.981092538915659,9.877863429632853,,,,,0.55
538008396.0,533868000.0,HONGKONG ENERGY LNG,SERI BALHAF LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,11.080980151797684,11.006370733217251,,,,,0.55
538008396.0,241352000.0,HONGKONG ENERGY LNG,MARAN GAS TROY LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,120.45944013621458,120.35278012630826,,,,,0.55
538008396.0,241414000.0,HONGKONG ENERGY LNG,MARAN GAS AMPHIPOLIS LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,93.82268116272967,89.36123369284635,,,,,0.55
538008396.0,256056000.0,HONGKONG ENERGY LNG,COOL RIDER LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,124.46199075548999,124.351546569392,,,,,0.55
538008396.0,310495000.0,HONGKONG ENERGY LNG,LNG BENUE LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,128.10877127505952,127.9949523603907,,,,,0.55
538008396.0,310779000.0,HONGKONG ENERGY LNG,GASLOG GLADSTONE LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,129.0506312908296,128.94439555934864,,,,,0.55
538008396.0,310806000.0,HONGKONG ENERGY LNG,GASLOG GALVESTON LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,128.25915333086843,128.15403863975916,,,,,0.55
538008396.0,311000185.0,HONGKONG ENERGY LNG,ASIA ENDEAVOUR LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,126.50909868604391,126.21855192827192,,,,,0.55
538008396.0,533894000.0,HONGKONG ENERGY LNG,SERI BALQIS LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,11.442182711071318,11.368905946728786,,,,,0.55
538008396.0,431778000.0,HONGKONG ENERGY LNG,PACIFIC MIMOSA LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,120.37238628573446,120.2660714474638,,,,,0.55
538008396.0,477732500.0,HONGKONG ENERGY LNG,LNG JIA XING LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,134.74359945266005,134.6490284584272,,,,,0.55
538008396.0,525114138.0,HONGKONG ENERGY LNG,ARUNIKA JAYA LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,153.76730280097556,153.65736817889206,,,,,0.55
538008396.0,525701066.0,HONGKONG ENERGY LNG,LADY EVA LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,120.36548405037843,120.2590795706621,,,,,0.55
538008396.0,525901876.0,HONGKONG ENERGY LNG,DANAPUTRI 1 LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,139.12928828836513,139.02445851568152,,,,,0.55
538008396.0,533130753.0,HONGKONG ENERGY LNG,SERI CEMARA LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,147.71904026672323,147.604702505628,,,,,0.55
538008396.0,372307000.0,HONGKONG ENERGY LNG,TAITAR NO.2 LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T06:46:30Z,196.44507,0.054568074999999994,174.80635844049883,174.80635844049883,,,,,0.55
538008396.0,538002921.0,HONGKONG ENERGY LNG,TEMBEK LNG,strait_of_malacca,2026-03-27T07:39:36Z,2026-03-27T07:41:22Z,106.012925,0.02944803472222222,324.02033970412515,324.0013569573243,,,,,0.55
533937000.0,538008876.0,SERI AMANAH LNG,ENERGY INTELLIGENCE LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T06:46:30Z,196.44507,0.054568074999999994,34.38009401012494,34.38009401012494,,,,,0.55
533937000.0,563177800.0,SERI AMANAH LNG,SERI DAMAI LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,18.006389041729285,18.006216785547007,,,,,0.55
533937000.0,563216800.0,SERI AMANAH LNG,HOEGH GANDRIA LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,20.17833197076771,20.177766108740727,,,,,0.55
533937000.0,563239700.0,SERI AMANAH LNG,NORTH OCEAN LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,16.58598647335551,16.585986473355508,,,,,0.55
533937000.0,563574000.0,SERI AMANAH LNG,SHANDONG JUNIPER LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,127.41406505655648,127.39107901369889,,,,,0.55
533937000.0,620800330.0,SERI AMANAH LNG,TEAK LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,122.7389034260966,122.73890342609658,,,,,0.55
533937000.0,636023905.0,SERI AMANAH LNG,KLNGTP OCEANIA LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,123.90461890484268,123.90461890484272,,,,,0.55
533937000.0,538011214.0,SERI AMANAH LNG,FUJI LNG LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,20.178602032760462,20.17860203276046,,,,,0.55
533937000.0,636025820.0,SERI AMANAH LNG,NILA LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,117.86570441771686,117.86570441771684,,,,,0.55
533937000.0,533920000.0,SERI AMANAH LNG,PUTERI MUTIARA SATU LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,118.12257886919836,118.12257886919834,,,,,0.55
533937000.0,533868000.0,SERI AMANAH LNG,SERI BALHAF LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,117.43863118812821,117.40995426421665,,,,,0.55
533937000.0,241352000.0,SERI AMANAH LNG,MARAN GAS TROY LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,16.310560960378805,16.30828228040839,,,,,0.55
533937000.0,241414000.0,SERI AMANAH LNG,MARAN GAS AMPHIPOLIS LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,40.8195286370251,26.914227448273635,,,,,0.55
533937000.0,256056000.0,SERI AMANAH LNG,COOL RIDER LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,19.532190878648823,19.531484567792305,,,,,0.55
533937000.0,310779000.0,SERI AMANAH LNG,GASLOG GLADSTONE LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,19.841924205188814,19.810385120192336,,,,,0.55
533937000.0,311000185.0,SERI AMANAH LNG,ASIA ENDEAVOUR LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,19.617982610278855,19.4027324133888,,,,,0.55
533937000.0,533894000.0,SERI AMANAH LNG,SERI BALQIS LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,117.24932065951513,117.22001824289178,,,,,0.55
533937000.0,311001874.0,SERI AMANAH LNG,SEAPEAK HISPANIA LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,124.59598472169948,124.59598472169947,,,,,0.55
533937000.0,431778000.0,SERI AMANAH LNG,PACIFIC MIMOSA LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,16.19083913623209,16.19063605286776,,,,,0.55
533937000.0,477732500.0,SERI AMANAH LNG,LNG JIA XING LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,152.85306653506888,152.8459446527832,,,,,0.55
533937000.0,525114138.0,SERI AMANAH LNG,ARUNIKA JAYA LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,27.238354605603963,27.23835460560397,,,,,0.55
533937000.0,525701066.0,SERI AMANAH LNG,LADY EVA LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,16.268171419590768,16.268171419590765,,,,,0.55
533937000.0,525901876.0,SERI AMANAH LNG,DANAPUTRI 1 LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,21.57839038868676,21.578390388686767,,,,,0.55
533937000.0,533130753.0,SERI AMANAH LNG,SERI CEMARA LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,19.75302232562039,19.752460830915584,,,,,0.55
533937000.0,372307000.0,SERI AMANAH LNG,TAITAR NO.2 LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T06:46:30Z,196.44507,0.054568074999999994,144.71918336137782,144.71918336137782,,,,,0.55
533937000.0,654311424.0,SERI AMANAH LNG,LNGT KARADENIZ LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,126.63721298348925,126.63721298348926,,,,,0.55
533937000.0,538002921.0,SERI AMANAH LNG,TEMBEK LNG,strait_of_malacca,2026-03-27T07:39:36Z,2026-03-27T07:41:22Z,106.012925,0.02944803472222222,443.16780253610534,443.16780253610546,,,,,0.55
538008876.0,563177800.0,ENERGY INTELLIGENCE LNG,SERI DAMAI LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T06:46:30Z,196.44507,0.054568074999999994,46.96125873900079,46.96082799469935,,,,,0.55
538008876.0,563216800.0,ENERGY INTELLIGENCE LNG,HOEGH GANDRIA LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T06:46:30Z,196.44507,0.054568074999999994,50.483347150420656,50.483347150420656,,,,,0.55
538008876.0,563239700.0,ENERGY INTELLIGENCE LNG,NORTH OCEAN LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T06:46:30Z,196.44507,0.054568074999999994,30.855033231752167,30.855033231752167,,,,,0.55
538008876.0,563574000.0,ENERGY INTELLIGENCE LNG,SHANDONG JUNIPER LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T06:46:30Z,196.44507,0.054568074999999994,160.89189239428168,160.89189239428168,,,,,0.55
538008876.0,620800330.0,ENERGY INTELLIGENCE LNG,TEAK LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T06:46:30Z,196.44507,0.054568074999999994,155.96765902186678,155.96765902186678,,,,,0.55
538008876.0,636023905.0,ENERGY INTELLIGENCE LNG,KLNGTP OCEANIA LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T06:46:30Z,196.44507,0.054568074999999994,157.07783959076514,157.07783959076514,,,,,0.55
538008876.0,538011214.0,ENERGY INTELLIGENCE LNG,FUJI LNG LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T06:46:30Z,196.44507,0.054568074999999994,50.482009420930105,50.482009420930105,,,,,0.55
538008876.0,636025820.0,ENERGY INTELLIGENCE LNG,NILA LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T06:46:30Z,196.44507,0.054568074999999994,151.25194016101074,151.25194016101074,,,,,0.55
538008876.0,533920000.0,ENERGY INTELLIGENCE LNG,PUTERI MUTIARA SATU LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T06:46:30Z,196.44507,0.054568074999999994,151.50699865760078,151.50699865760078,,,,,0.55
538008876.0,533868000.0,ENERGY INTELLIGENCE LNG,SERI BALHAF LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T06:46:30Z,196.44507,0.054568074999999994,151.080730525603,151.080730525603,,,,,0.55
538008876.0,241352000.0,ENERGY INTELLIGENCE LNG,MARAN GAS TROY LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T06:46:30Z,196.44507,0.054568074999999994,47.64568232988355,47.64568232988355,,,,,0.55
538008876.0,241414000.0,ENERGY INTELLIGENCE LNG,MARAN GAS AMPHIPOLIS LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T06:46:30Z,196.44507,0.054568074999999994,57.51751059841969,57.51751059841969,,,,,0.55
538008876.0,256056000.0,ENERGY INTELLIGENCE LNG,COOL RIDER LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T06:46:30Z,196.44507,0.054568074999999994,47.49825231350077,47.49475937476011,,,,,0.55
538008876.0,310495000.0,ENERGY INTELLIGENCE LNG,LNG BENUE LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T06:46:30Z,196.44507,0.054568074999999994,34.23293697355608,34.23293697355608,,,,,0.55
538008876.0,310779000.0,ENERGY INTELLIGENCE LNG,GASLOG GLADSTONE LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T06:46:30Z,196.44507,0.054568074999999994,44.595870762575416,44.594547836408445,,,,,0.55
538008876.0,310806000.0,ENERGY INTELLIGENCE LNG,GASLOG GALVESTON LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T06:46:30Z,196.44507,0.054568074999999994,34.185544059429276,34.185544059429276,,,,,0.55
538008876.0,311000185.0,ENERGY INTELLIGENCE LNG,ASIA ENDEAVOUR LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T06:46:30Z,196.44507,0.054568074999999994,45.50488495175888,45.49280295646136,,,,,0.55
538008876.0,533894000.0,ENERGY INTELLIGENCE LNG,SERI BALQIS LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T06:46:30Z,196.44507,0.054568074999999994,150.92626698497185,150.92626698497185,,,,,0.55
538008876.0,311001874.0,ENERGY INTELLIGENCE LNG,SEAPEAK HISPANIA LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T06:46:30Z,196.44507,0.054568074999999994,157.75880624184066,157.75880624184066,,,,,0.55
538008876.0,431778000.0,ENERGY INTELLIGENCE LNG,PACIFIC MIMOSA LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T06:46:30Z,196.44507,0.054568074999999994,47.6176336230818,47.6176336230818,,,,,0.55
538008876.0,477732500.0,ENERGY INTELLIGENCE LNG,LNG JIA XING LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T06:46:30Z,196.44507,0.054568074999999994,166.18909978788736,166.18909978788736,,,,,0.55
538008876.0,525114138.0,ENERGY INTELLIGENCE LNG,ARUNIKA JAYA LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T06:46:30Z,196.44507,0.054568074999999994,20.706432447481422,20.706432447481422,,,,,0.55
538008876.0,525701066.0,ENERGY INTELLIGENCE LNG,LADY EVA LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T06:46:30Z,196.44507,0.054568074999999994,47.670685976242694,47.670685976242694,,,,,0.55
538008876.0,525901876.0,ENERGY INTELLIGENCE LNG,DANAPUTRI 1 LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T06:46:30Z,196.44507,0.054568074999999994,37.061710029987616,37.061710029987616,,,,,0.55
538008876.0,533130753.0,ENERGY INTELLIGENCE LNG,SERI CEMARA LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T06:46:30Z,196.44507,0.054568074999999994,16.208373044593486,16.208373044593486,,,,,0.55
538008876.0,372307000.0,ENERGY INTELLIGENCE LNG,TAITAR NO.2 LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T06:46:30Z,196.44507,0.054568074999999994,145.24461990321544,145.24461990321544,,,,,0.55
538008876.0,654311424.0,ENERGY INTELLIGENCE LNG,LNGT KARADENIZ LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T06:46:30Z,196.44507,0.054568074999999994,159.87502127861282,159.87502127861282,,,,,0.55
563177800.0,563239700.0,SERI DAMAI LNG,NORTH OCEAN LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,17.51146190254725,17.511271057410696,,,,,0.55
563177800.0,563574000.0,SERI DAMAI LNG,SHANDONG JUNIPER LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,122.85513516261305,122.83418826410335,,,,,0.55
563177800.0,620800330.0,SERI DAMAI LNG,TEAK LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,118.55232079664871,118.55062607083367,,,,,0.55
563177800.0,636023905.0,SERI DAMAI LNG,KLNGTP OCEANIA LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,119.82513084153085,119.82343797762128,,,,,0.55
563177800.0,636025820.0,SERI DAMAI LNG,NILA LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,113.38390145006353,113.38220219694544,,,,,0.55
563177800.0,533920000.0,SERI DAMAI LNG,PUTERI MUTIARA SATU LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,113.64111515315012,113.6394158526885,,,,,0.55
563177800.0,533868000.0,SERI DAMAI LNG,SERI BALHAF LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,112.70213995287662,112.6784110942658,,,,,0.55
563177800.0,241414000.0,SERI DAMAI LNG,MARAN GAS AMPHIPOLIS LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,30.595134932050314,10.572912268421348,,,,,0.55
563177800.0,310495000.0,SERI DAMAI LNG,LNG BENUE LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,18.09253555955719,18.09168662505657,,,,,0.55
563177800.0,310779000.0,SERI DAMAI LNG,GASLOG GLADSTONE LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,5.763591730611769,5.763214880413204,,,,,0.55
563177800.0,310806000.0,SERI DAMAI LNG,GASLOG GALVESTON LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,18.030214323387916,17.943122747669655,,,,,0.55
563177800.0,533894000.0,SERI DAMAI LNG,SERI BALQIS LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,112.43492963312927,112.41099548926019,,,,,0.55
563177800.0,311001874.0,SERI DAMAI LNG,SEAPEAK HISPANIA LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,120.52918849695361,120.52749574237286,,,,,0.55
563177800.0,477732500.0,SERI DAMAI LNG,LNG JIA XING LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,164.68991758139646,164.68291931536672,,,,,0.55
563177800.0,525114138.0,SERI DAMAI LNG,ARUNIKA JAYA LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,31.948114481349165,31.947927592380193,,,,,0.55
563177800.0,525901876.0,SERI DAMAI LNG,DANAPUTRI 1 LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,15.509221077234024,15.508943036426556,,,,,0.55
563177800.0,533130753.0,SERI DAMAI LNG,SERI CEMARA LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,30.751412312974193,30.750965868578238,,,,,0.55
563177800.0,372307000.0,SERI DAMAI LNG,TAITAR NO.2 LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T06:46:30Z,196.44507,0.054568074999999994,160.78177805978964,160.78109535477336,,,,,0.55
563177800.0,654311424.0,SERI DAMAI LNG,LNGT KARADENIZ LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,122.37284065955022,122.37114368293369,,,,,0.55
563177800.0,538002921.0,SERI DAMAI LNG,TEMBEK LNG,strait_of_malacca,2026-03-27T07:39:36Z,2026-03-27T07:41:22Z,106.012925,0.02944803472222222,443.60407487382656,443.6040748738266,,,,,0.55
563216800.0,563239700.0,HOEGH GANDRIA LNG,NORTH OCEAN LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,21.29801335776922,21.297939163017343,,,,,0.55
563216800.0,563574000.0,HOEGH GANDRIA LNG,SHANDONG JUNIPER LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,119.2833944415874,119.26225242307889,,,,,0.55
563216800.0,620800330.0,HOEGH GANDRIA LNG,TEAK LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,115.01357828482122,115.01334777136827,,,,,0.55
563216800.0,636023905.0,HOEGH GANDRIA LNG,KLNGTP OCEANIA LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,116.29395129663753,116.29371710868016,,,,,0.55
563216800.0,636025820.0,HOEGH GANDRIA LNG,NILA LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,109.82644870484472,109.8262274769301,,,,,0.55
563216800.0,533920000.0,HOEGH GANDRIA LNG,PUTERI MUTIARA SATU LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,110.08344111223433,110.08322000805663,,,,,0.55
563216800.0,533868000.0,HOEGH GANDRIA LNG,SERI BALHAF LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,109.12562466798413,109.10192823294337,,,,,0.55
563216800.0,241414000.0,HOEGH GANDRIA LNG,MARAN GAS AMPHIPOLIS LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,26.93489805101839,7.096408795691734,,,,,0.55
563216800.0,310495000.0,HOEGH GANDRIA LNG,LNG BENUE LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,20.282618578899186,20.282299939405995,,,,,0.55
563216800.0,310779000.0,HOEGH GANDRIA LNG,GASLOG GLADSTONE LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,9.003252490273551,9.00134499146617,,,,,0.55
563216800.0,310806000.0,HOEGH GANDRIA LNG,GASLOG GALVESTON LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,20.2500095189208,20.163818788308873,,,,,0.55
563216800.0,311000185.0,HOEGH GANDRIA LNG,ASIA ENDEAVOUR LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,6.464179173591126,6.279917054607361,,,,,0.55
563216800.0,533894000.0,HOEGH GANDRIA LNG,SERI BALQIS LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,108.85277266201138,108.82890081626083,,,,,0.55
563216800.0,311001874.0,HOEGH GANDRIA LNG,SEAPEAK HISPANIA LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,116.99840644742106,116.99817208945561,,,,,0.55
525701066.0,533130753.0,LADY EVA LNG,SERI CEMARA LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,31.577310503421998,31.576983824241886,,,,,0.55
563216800.0,477732500.0,HOEGH GANDRIA LNG,LNG JIA XING LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,163.65871177954182,163.6520336592135,,,,,0.55
563216800.0,525114138.0,HOEGH GANDRIA LNG,ARUNIKA JAYA LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,35.74206314500084,35.74201533546674,,,,,0.55
431778000.0,654311424.0,PACIFIC MIMOSA LNG,LNGT KARADENIZ LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,119.10888208438001,119.1082046111876,,,,,0.55
563216800.0,525901876.0,HOEGH GANDRIA LNG,DANAPUTRI 1 LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,19.121954686512574,19.12112953771794,,,,,0.55
563216800.0,533130753.0,HOEGH GANDRIA LNG,SERI CEMARA LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,34.28845063434924,34.28791059934074,,,,,0.55
563216800.0,372307000.0,HOEGH GANDRIA LNG,TAITAR NO.2 LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T06:46:30Z,196.44507,0.054568074999999994,161.14079319663287,161.14079319663287,,,,,0.55
563216800.0,654311424.0,HOEGH GANDRIA LNG,LNGT KARADENIZ LNG,strait_of_malacca,2026-03-27T06:43:13Z,2026-03-27T07:41:22Z,3489.103193,0.9691953313888889,118.82446264561501,118.82423708223364,,,,,0.55
